name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood,uri,duration_ms
Virtual Insanity - Remastered,High Times - The Singles 1992 - 2006,Jamiroquai,0dCr3qIupWh36ilLjRHi4P,2006-11-06,0.0,228333.0,0.6509999999999999,0.13,0.946,0.0,0.148,0.508,-4.717,0.101,91.911,6.0,4.0,happy,,
Viva La Vida,Viva La Vida (Prospekt's March Edition),Coldplay,5S6pYZD8WH3OQapDHTDM9M,2008-11-24,56.0,242373.0,0.485,0.0941,0.619,3.31e-06,0.109,0.416,-7.115,0.0289,138.017,5.0,4.0,happy,,
Wait For Me,Wanderlust,Steve Brian,6laq4MxNrh2ZKZGLhB7G0V,2018-12-07,52.0,217142.0,0.465,0.00987,0.7390000000000001,1.88e-06,0.373,0.0652,-7.786,0.0648,125.994,10.0,4.0,happy,,
Waiting,Skisser,Alice Boman,7eClkLWbrr3TorYedzaDkI,2013-05-22,0.0,184320.0,0.236,0.975,0.33,0.126,0.116,0.0827,-10.085,0.0325,86.546,8.0,4.0,sad,,
Waiting On the World to Change,Continuum,John Mayer,5imShWWzwqfAJ9gXFpGAQh,2006-09-11,74.0,201173.0,0.5770000000000001,0.159,0.7559999999999999,0.000232,0.249,0.6629999999999999,-5.82,0.115,176.75,2.0,4.0,happy,,
Waiting like the Storm,Nocturne in Green,Rand Aldo,1CIIzFfELXMwLyKaGdpTul,2019-12-06,52.0,257625.0,0.162,0.946,0.0564,0.889,0.101,0.0361,-20.696,0.0341,60.01,5.0,4.0,calm,,
War,Rivals,Kensington,3h1in20DlO5KaSP1vLED90,2014-08-08,0.0,176652.0,0.6409999999999999,0.079,0.8059999999999999,0.00158,0.0708,0.721,-6.2810000000000015,0.0323,125.987,8.0,4.0,happy,,
Watching Clouds Disappear,Watching Clouds Disappear,Florejan,18HZyQSQdmtxv5i9YSHJTw,2020-05-15,35.0,142861.0,0.495,0.99,0.0191,0.902,0.113,0.243,-26.317,0.0362,112.814,5.0,4.0,calm,,
Water Colors,Water Colors,Star Slide,7rpGOF9MwCP2Oaz9yDO452,2019-09-18,50.0,182079.0,0.465,0.633,0.12,0.937,0.085,0.0659,-19.328,0.0386,72.021,7.0,4.0,calm,,
Water Lillies,Water Lillies,A Teardrop In The Lake,1sVIrkPZob1Ul6aIqy8n8z,2020-03-27,49.0,228000.0,0.234,0.848,0.226,0.942,0.111,0.0388,-15.991,0.0368,139.921,0.0,5.0,calm,,
Watersong,Wings Of Joy (Expanded Edition),Cranes,60kgQtJNMGRaFfzwy18XUY,1991,35.0,231506.0,0.6559999999999999,0.809,0.102,0.7879999999999999,0.0874,0.595,-20.337,0.0373,118.373,4.0,3.0,sad,,
Wave of Mutilation,Wave of Mutilation,Beacon,1BEljQOZPNNjsC3nfIAHxS,2020-01-10,31.0,149635.0,0.481,0.8420000000000001,0.229,0.00205,0.105,0.0525,-13.5,0.0342,92.014,6.0,4.0,sad,,
We Are Your Friends - Justice Vs Simian,We Are Your Friends,Simian,49ErwcBYfYRPNBdRuPvpYA,2006-01-01,62.0,262773.0,0.615,0.0104,0.97,0.384,0.178,0.507,1.342,0.119,122.993,9.0,4.0,happy,,
We Wait,For Their Love,Other Lives,3QeaXGKRvt8cfHdrfdk5pL,2020-04-24,39.0,221662.0,0.387,0.654,0.5770000000000001,0.127,0.163,0.447,-8.259,0.0353,149.048,1.0,4.0,sad,,
"Welcome Home, Son",Ghost,Radical Face,13PUJCvdTSCT1dn70tlGdm,2007-03-02,0.0,285320.0,0.601,0.743,0.537,0.732,0.143,0.394,-9.464,0.0296,144.994,6.0,3.0,sad,,
What I Like About You,What I Like About You (And Other Romantic Hits),The Romantics,6NdcSEhpGGAYXNnnhGS2s6,1990,68.0,175400.0,0.542,0.319,0.915,5.34e-05,0.171,0.92,-9.637,0.0549,159.81,9.0,4.0,happy,,
What Should Have Been,What Should Have Been,Ron Verboom,0joCizO7Hg4JxL3o9mRAKA,2020-03-06,30.0,152157.0,0.322,0.994,0.149,0.92,0.122,0.0655,-17.948,0.0515,114.695,2.0,4.0,calm,,
What You Love You Must Love Now,Everywhere And Right Here,The Six Parts Seven,3L0fPX8biELkH57fF3Exkd,2004-08-16,59.0,322160.0,0.256,0.3670000000000001,0.456,0.8809999999999999,0.119,0.0682,-10.865,0.0306,70.357,4.0,4.0,calm,,
What's Good,What's Good,Fenne Lily,6OBl3esnGuz8PllwDWinWS,2017-03-17,49.0,216875.0,0.542,0.935,0.0957,6.4e-06,0.182,0.259,-14.518,0.0404,134.739,8.0,4.0,sad,,
When The World Stood Still,When The World Stood Still,Florejan Verschueren,0w9rKPt8242huJZKFA1zGX,2020-07-10,35.0,217339.0,0.461,0.989,0.0167,0.848,0.11,0.259,-22.104,0.0509,73.77,9.0,3.0,calm,,
When They Come,When They Come,Threading Hair,100jBpD7nuiMriR7ErXQ9S,2019-09-16,57.0,262000.0,0.501,0.922,0.378,0.825,0.115,0.193,-14.959,0.0269,108.034,6.0,4.0,calm,,
When You Left,When You Left,Rouge Haven,1uu52K2fxY7Hl4LQ8AtTyY,2020-04-21,52.0,177224.0,0.56,0.984,0.0853,0.918,0.108,0.113,-15.918,0.0324,96.646,5.0,4.0,calm,,
Where Your Mind Wants to Go - RONE Remix,Where Your Mind Wants to Go (RONE Remix),Blonde Redhead,4pODZqgdj6Iwci7jruY5xf,2018-08-10,14.0,336481.0,0.6509999999999999,0.333,0.848,0.763,0.101,0.154,-8.941,0.0458,119.977,10.0,4.0,sad,,
While the Rest of the World Sleeps,While the Rest of the World Sleeps,Josh Kramer,4Hi0t9QQODb9k3aSM8SFb6,2020-01-31,35.0,231841.0,0.423,0.988,0.0442,0.947,0.108,0.182,-21.088,0.0378,73.407,11.0,4.0,calm,,
White Sparks,White Sparks,Wilson Trouvé,7LF1XX9NNuvFtrRliJSEoh,2019-12-13,30.0,126801.0,0.574,0.989,0.0835,0.935,0.117,0.265,-22.763,0.0413,106.027,10.0,4.0,calm,,
Whitehaven,Whitehaven,Martèn LeGrand,2WuNoTD5hLhu1yVgMarTFq,2020-07-31,28.0,219000.0,0.498,0.983,0.18,0.928,0.0924,0.038,-19.81900000000001,0.0426,77.407,4.0,3.0,calm,,
Why Can't We Be Friends?,Why Can't We Be Friends?,War,413T0g8pNNXYX6t5RqHvx7,1975-01-01,58.0,230066.0,0.7759999999999999,0.19,0.7140000000000001,0.0,0.506,0.962,-9.044,0.0388,92.448,10.0,4.0,happy,,
Wild Trails,Wild Trails,Epi-Soothe,2urxHALnoeVxG82o57q0ny,2019-08-27,52.0,218501.0,0.213,0.742,0.233,0.8809999999999999,0.149,0.0378,-14.347,0.0289,94.94,4.0,3.0,calm,,
Willet,Swan,Dust Follows,6UesrqZXshkMjY07kVnlkU,2020-03-27,48.0,179610.0,0.425,0.967,0.168,0.818,0.16,0.0376,-14.064,0.0322,90.076,0.0,4.0,calm,,
Winter Scenery,Winter Scenery,Wilson Trouvé,2F4iGuSSSRWpYCeWN4SoRr,2020-02-21,29.0,171283.0,0.79,0.993,0.179,0.965,0.102,0.562,-25.43,0.0853,80.993,11.0,4.0,calm,,
Wish I Was Better,Wish I Was Better,Kina,1kAkUHFb7ryeVkVSRD6Nkj,2020-04-10,70.0,140571.0,0.732,0.747,0.304,6.13e-05,0.143,0.185,-13.086,0.111,139.965,0.0,4.0,sad,,
Wish You Were Here - 2011 Remastered Version,Wish You Were Here [2011 - Remaster] (2011 Remastered Version),Pink Floyd,1wHSxWBfPr3GO31y8KGrWe,1975-09-12,0.0,334743.0,0.481,0.735,0.262,0.0114,0.8320000000000001,0.375,-15.73,0.0414,122.883,7.0,4.0,sad,,
Wished,Wished,Sorry,4wIBISN9EpHsQI90SbLhad,2017-11-11,28.0,193074.0,0.445,0.332,0.536,0.0645,0.0576,0.486,-7.65,0.0261,172.15,7.0,4.0,sad,,
Wolkendans,Soms Alleen,Doeke,3BuuxHhwQ4AQvDA9dzvSry,2020-07-10,32.0,120029.0,0.38,0.996,0.0355,0.91,0.115,0.22,-27.118,0.0465,179.205,0.0,4.0,calm,,
Wonderful Together (feat. Envy Monroe),Wonderful Together (feat. Envy Monroe),Blasterjaxx,3UaStdVN7y9A6ktTmkFDTk,2019-06-14,53.0,203076.0,0.591,0.0484,0.759,1.23e-06,0.108,0.235,-3.785,0.0404,130.043,5.0,4.0,happy,,
Wonderwall,(What's the Story) Morning Glory?,Oasis,79RUMZfMNMpqZnswovvTqv,1995-10-02,15.0,258906.0,0.412,0.00214,0.8440000000000001,0.0,0.134,0.459,-5.613,0.037,174.452,2.0,4.0,happy,,
Woodland Heart,Woodland Heart,Ghost Of Summer,1z7GhYG0KqAmebdLfuoYho,2019-08-30,53.0,160105.0,0.516,0.84,0.177,0.8170000000000001,0.135,0.132,-20.473,0.0312,94.994,3.0,3.0,calm,,
Words I Heard,Words I Heard,Julia Holter,12nUGGcjJgQYkGawzk0rJp,2018-10-17,18.0,399012.0,0.124,0.228,0.347,0.00325,0.147,0.16,-11.392,0.0335,76.868,1.0,4.0,sad,,
Worlds Collide - Edison Cole Remix,Worlds Collide (Remixes),NERVO,3JqpIjrQfmW68YkpxXWPL4,2019-11-22,55.0,192413.0,0.631,0.0149,0.862,6.23e-05,0.103,0.438,-4.114,0.0515,145.01,8.0,4.0,happy,,
Would You Rather,Stranger in the Alps,Phoebe Bridgers,4ctEt5qumxA8RuzdeQagkk,2017-09-22,49.0,199080.0,0.482,0.936,0.363,0.000109,0.104,0.261,-10.925999999999998,0.0309,135.779,10.0,4.0,sad,,
Yam Yam,Yam Yam,No Vacation,1j56M8iOGH48yuKqj64qGK,2017-05-12,0.0,216038.0,0.445,0.319,0.591,0.7659999999999999,0.107,0.0774,-9.004,0.0316,137.864,7.0,4.0,sad,,
You Are Safe With Me,delta/alpha,Jef Martens,4t2XUVB63KvQWeAlAaaqAz,2020-05-01,35.0,86125.0,0.392,0.99,0.039,0.949,0.1,0.389,-27.643,0.0312,99.731,9.0,4.0,calm,,
You Can't Rely on My Love,You Can't Rely on My Love,Mordkey,6Nl2wvFyKjiyPKrhE4Rth1,2018-05-04,52.0,188571.0,0.6859999999999999,0.0534,0.775,9.39e-06,0.44,0.454,-7.247000000000001,0.185,126.013,11.0,4.0,happy,,
You Get What You Give,Maybe You've Been Brainwashed Too,New Radicals,32lF1rsInDTdK6Av3KdfaY,1998-01-01,1.0,300773.0,0.621,0.17,0.901,0.0,0.0875,0.7440000000000001,-5.396,0.0302,113.967,2.0,4.0,happy,,
You Were Bored,You Were Bored,Loyal Lobos,5BIWF6L3DnPkcuEuZmLHDz,2020-07-15,36.0,263080.0,0.291,0.7809999999999999,0.419,0.00433,0.113,0.0613,-10.33,0.0305,114.935,6.0,4.0,sad,,
You're My Best Friend - Remastered 2011,Queen 40 Limited Edition Collector's Box Set,Queen,4vEXJ6NvEwS8ptynkNswaa,2011-01-01,57.0,170800.0,0.518,0.158,0.7609999999999999,0.00765,0.0715,0.5760000000000001,-7.025,0.0452,118.738,0.0,4.0,happy,,
Your Turn Now,Your Turn Now,Aaron Smith,6Ij1Soe86rp6D9YsxwCz9N,2020-07-10,49.0,239500.0,0.634,0.8190000000000001,0.193,0.0,0.113,0.159,-9.503,0.0277,95.004,7.0,4.0,sad,,
Youth,The Wild Youth EP,Daughter,1JDMO4EVPHtm0xXhJb2IjR,2012-02-29,0.0,251626.0,0.588,0.61,0.477,0.00188,0.122,0.488,-12.71,0.0492,150.39600000000004,9.0,4.0,sad,,
alpha waves,alpha waves,Eucalyptic,5ZCW5CDwhfXJGL2MzxGwhx,2019-11-11,59.0,205127.0,0.561,0.795,0.314,0.8759999999999999,0.115,0.0883,-16.989,0.0281,95.931,4.0,4.0,calm,,
blue,blue,Kamal.,7pt64sepCy5QmDrgy9wOJS,2020-05-20,58.0,184500.0,0.725,0.6679999999999999,0.258,2.63e-05,0.0955,0.173,-14.065,0.255,127.876,11.0,3.0,sad,,
coeur noir,coeur noir,Leo Nocta,0JsYp2UosjQpePYbHCvXWZ,2020-07-17,34.0,262280.0,0.235,0.926,0.233,0.89,0.069,0.1639999999999999,-21.173,0.0712,66.866,11.0,3.0,calm,,
comethru,"summer,",Jeremy Zucker,18uwL0vNUanqZH0ro2QcOP,2018-09-28,78.0,181613.0,0.795,0.607,0.178,0.0,0.623,0.608,-11.991,0.0574,93.982,0.0,4.0,sad,,
cry on airplanes,cry on airplanes,Julian,1elEZGOMFRU5n7bnOtUaqi,2020-04-10,40.0,226000.0,0.763,0.5479999999999999,0.3720000000000001,0.000638,0.116,0.76,-7.07,0.0683,85.01,5.0,4.0,sad,,
i don't want to watch the world end with someone else,i don't want to watch the world end with someone else,Clinton Kane,58qX77t2VWMWcycsh9zKLc,2020-05-08,68.0,184505.0,0.535,0.7709999999999999,0.359,0.0,0.111,0.488,-9.343,0.0607,154.16299999999995,2.0,4.0,sad,,
lovely (with Khalid),lovely (with Khalid),Billie Eilish,0u2P5u6lvoDfwTYjAADbn4,2018-04-19,88.0,200185.0,0.351,0.934,0.296,0.0,0.095,0.12,-10.109,0.0333,115.284,4.0,4.0,sad,,
mellow,sleep escape,cloudcrush,1yJXNOEP2bq1N1691n37oS,2020-05-20,48.0,144434.0,0.609,0.985,0.157,0.792,0.112,0.0698,-15.792,0.0322,111.966,0.0,4.0,calm,,
no song without you,no song without you,HONNE,3KKUf8F2hktFscLgbH4YwR,2020-06-12,75.0,161536.0,0.778,0.463,0.462,0.583,0.11,0.8170000000000001,-12.729,0.0359,105.45,0.0,4.0,sad,,
pass you by,the voicenotes,Alaina Castillo,4NVwMupCTfITPXetR5aozp,2020-04-24,60.0,245945.0,0.51,0.892,0.355,0.0,0.133,0.453,-6.882999999999999,0.0287,141.796,11.0,4.0,sad,,
the frost,sentience,praam,7l4b5JYnl1WwUfvJgKmUwr,2020-01-24,35.0,254440.0,0.259,0.956,0.259,0.942,0.0923,0.0403,-18.89,0.0594,123.693,3.0,4.0,calm,,
the theme song,notion,Teodor Wolgers,3n2QaRyg5nTg5Cwwq5mw3Q,2020-04-24,36.0,159840.0,0.604,0.986,0.03,0.952,0.105,0.15,-27.007,0.0386,117.781,0.0,4.0,calm,,
when the party's over,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,43zdsphuZLzwA9k4DJhU0I,2019-03-29,87.0,196077.0,0.3670000000000001,0.978,0.111,3.97e-05,0.0897,0.198,-14.084,0.0972,82.64200000000002,4.0,4.0,sad,,
windcatcher,windcatcher,Leo Nocta,59VApBbrS2IADQk4ml5mdo,2020-06-19,36.0,123066.0,0.402,0.961,0.236,0.919,0.0921,0.146,-20.615,0.0603,129.736,0.0,3.0,calm,,
yellow is the color of her eyes,yellow is the color of her eyes,Soccer Mommy,4D3nttJPU6L0M2epr7sId6,2019-11-19,5.0,435080.0,0.452,0.757,0.515,0.12,0.14,0.191,-7.351,0.0255,80.53699999999998,11.0,4.0,sad,,
you broke me first,you broke me first,Tate McRae,45bE4HXI0AwGZXfZtMp8JR,2020-04-17,87.0,169265.0,0.642,0.7859999999999999,0.374,0.0,0.0906,0.0799,-9.386,0.0545,124.099,4.0,4.0,sad,,
you were good to me,brent,Jeremy Zucker,4CxFN5zON70B3VOPBYbd6P,2019-05-03,76.0,219146.0,0.561,0.913,0.0848,2.62e-05,0.112,0.206,-15.099,0.0404,102.128,2.0,4.0,sad,,
æfre,æfre,praam,2irbT1BSYaIEF44PlyKaoM,2020-07-17,41.0,186331.0,0.377,0.994,0.0156,0.8809999999999999,0.0991,0.0804,-28.435,0.0397,140.179,0.0,4.0,calm,,
,,,2MuaFOZj37wxfuE5owVhF9,,,,0.287,0.756,0.12,0.888,0.0916,0.0402,-23.17,0.0334,70.212,,,calm,spotify:track:2MuaFOZj37wxfuE5owVhF9,85714.0
,,,1GwaCX84BPG0GRoC0zIa9P,,,,0.248,0.893,0.146,0.725,0.0957,0.0353,-21.551,0.0373,73.963,,,calm,spotify:track:1GwaCX84BPG0GRoC0zIa9P,94648.0
,,,04JXK1GuqYWZHaRPpdIiv9,,,,0.413,0.603,0.148,0.848,0.0961,0.0574,-19.361,0.0339,143.578,,,calm,spotify:track:04JXK1GuqYWZHaRPpdIiv9,87500.0
,,,1UuovFMJZO3lThwwVBafbN,,,,0.515,0.973,0.0604,0.494,0.141,0.175,-23.755,0.0324,79.958,,,calm,spotify:track:1UuovFMJZO3lThwwVBafbN,72000.0
,,,5FiIDwTS9PJKMy2fcKp0k1,,,,0.507,0.978,0.00721,0.894,0.107,0.039,-26.424,0.0361,85.065,,,calm,spotify:track:5FiIDwTS9PJKMy2fcKp0k1,97037.0
,,,24Q3JyGSmQNM1XiXyZcshq,,,,0.156,0.944,0.176,0.809,0.0739,0.127,-22.964,0.0359,70.262,,,calm,spotify:track:24Q3JyGSmQNM1XiXyZcshq,87887.0
,,,67RoG8WRlEzSusTEDRcPdb,,,,0.182,0.952,0.0415,0.975,0.112,0.0376,-26.378,0.0392,67.435,,,calm,spotify:track:67RoG8WRlEzSusTEDRcPdb,89143.0
,,,4EeSyjkNQyxVgps0FGu2LP,,,,0.419,0.994,0.0359,0.934,0.123,0.359,-25.45,0.0471,70.31,,,calm,spotify:track:4EeSyjkNQyxVgps0FGu2LP,94737.0
,,,5KEm9mvIwaLf0mQ1M4AYLz,,,,0.546,0.962,0.0157,0.928,0.08,0.21,-23.15,0.0353,139.937,,,calm,spotify:track:5KEm9mvIwaLf0mQ1M4AYLz,99429.0
,,,63srq70JClmi80OC6X7J5g,,,,0.215,0.945,0.0796,0.955,0.072,0.0394,-23.323,0.0303,70.316,,,calm,spotify:track:63srq70JClmi80OC6X7J5g,120000.0
,,,4525Hx49ZxzUeeaKrlYlaS,,,,0.166,0.701,0.0367,0.823,0.108,0.135,-26.202,0.0398,139.73,,,calm,spotify:track:4525Hx49ZxzUeeaKrlYlaS,85714.0
,,,23rqBG7JfLr8TUXuuCGhma,,,,0.222,0.937,0.0551,0.855,0.125,0.0377,-24.982,0.038,87.327,,,calm,spotify:track:23rqBG7JfLr8TUXuuCGhma,102857.0
,,,1ziqGVefdg2e0FmgCsZP0i,,,,0.15,0.868,0.175,0.857,0.0982,0.102,-23.606,0.0451,142.857,,,calm,spotify:track:1ziqGVefdg2e0FmgCsZP0i,128451.0
,,,7dDvxTzHJLfIgZriRfhOLB,,,,0.189,0.875,0.131,0.795,0.0968,0.0368,-24.596,0.0438,76.095,,,calm,spotify:track:7dDvxTzHJLfIgZriRfhOLB,96000.0
,,,0ujfGX9iCJZzqWlkKoFVdc,,,,0.202,0.628,0.18,0.822,0.116,0.0307,-22.992,0.0433,62.392,,,calm,spotify:track:0ujfGX9iCJZzqWlkKoFVdc,90435.0
,,,03zDDHNSpm6ayF8zXbxwvz,,,,0.262,0.958,0.0524,0.762,0.0867,0.037,-24.711,0.0335,149.793,,,calm,spotify:track:03zDDHNSpm6ayF8zXbxwvz,89600.0
,,,5LIWgEi2xDPGLNxtVocksn,,,,0.226,0.561,0.197,0.983,0.0932,0.0274,-23.16,0.0477,72.954,,,calm,spotify:track:5LIWgEi2xDPGLNxtVocksn,105205.0
,,,0xlX5qEah0o5R4TIktSEOG,,,,0.344,0.991,0.00279,0.936,0.0994,0.393,-30.108,0.039,73.189,,,calm,spotify:track:0xlX5qEah0o5R4TIktSEOG,85926.0
,,,2M2TSXsNP1l1oW2CFXhgBu,,,,0.469,0.995,0.00128,0.978,0.11,0.0,-34.908,0.0867,70.752,,,calm,spotify:track:2M2TSXsNP1l1oW2CFXhgBu,63333.0
,,,3uUh1YcGhUqkmRUzEqCOiC,,,,0.643,0.996,0.0324,0.973,0.105,0.0,-33.048,0.146,70.347,,,calm,spotify:track:3uUh1YcGhUqkmRUzEqCOiC,65143.0
,,,4ybCihmUckfn3u8yOrRqLC,,,,0.573,0.996,0.00152,0.973,0.107,0.898,-37.672,0.0641,69.666,,,calm,spotify:track:4ybCihmUckfn3u8yOrRqLC,69429.0
,,,0mEfx07KcDFUKNrU16Bk5N,,,,0.641,0.996,0.0345,0.973,0.114,0.934,-35.587,0.0422,69.922,,,calm,spotify:track:0mEfx07KcDFUKNrU16Bk5N,66857.0
,,,2cQGtXBC1JrANk7o4rESD0,,,,0.535,0.995,0.000871,0.969,0.118,0.0,-36.857,0.193,71.323,,,calm,spotify:track:2cQGtXBC1JrANk7o4rESD0,66667.0
,,,6nYg4DgEq6DlhpcWFNDyTl,,,,0.2,0.949,0.0318,0.877,0.0917,0.0362,-26.218,0.0381,71.294,,,calm,spotify:track:6nYg4DgEq6DlhpcWFNDyTl,121690.0
,,,2GgmYWk2zlMNnfyNY1hz23,,,,0.148,0.862,0.0936,0.785,0.0936,0.0361,-28.659,0.0397,73.925,,,calm,spotify:track:2GgmYWk2zlMNnfyNY1hz23,103333.0
,,,5UZzBvSXjY2o5aKcPCIYEU,,,,0.357,0.879,0.205,0.932,0.0918,0.0618,-22.167,0.0308,140.353,,,calm,spotify:track:5UZzBvSXjY2o5aKcPCIYEU,116571.0
,,,469IscYwMjAgAlR7Z5y0Vw,,,,0.205,0.883,0.106,0.71,0.105,0.039,-24.15,0.0371,71.725,,,calm,spotify:track:469IscYwMjAgAlR7Z5y0Vw,110000.0
,,,7vYPrJgPqfGhsOfkL0okpf,,,,0.231,0.968,0.0782,0.963,0.0989,0.031,-26.117,0.0384,66.065,,,calm,spotify:track:7vYPrJgPqfGhsOfkL0okpf,99200.0
,,,26uvmHRLvY2VWgcH8I4lS2,,,,0.411,0.99,0.129,0.934,0.0767,0.205,-21.368,0.0338,140.158,,,calm,spotify:track:26uvmHRLvY2VWgcH8I4lS2,102857.0
,,,6DH7CWK3fKjCH33GkJvhoN,,,,0.635,0.995,0.0148,0.881,0.102,0.46,-26.897,0.046,81.671,,,calm,spotify:track:6DH7CWK3fKjCH33GkJvhoN,84304.0
,,,5yIbgGtGi7d65Os51YvVVZ,,,,0.224,0.931,0.178,0.854,0.0668,0.0392,-21.753,0.0368,73.234,,,calm,spotify:track:5yIbgGtGi7d65Os51YvVVZ,98630.0
,,,14PxQSLWQxUQvIFcP3uQas,,,,0.127,0.981,0.114,0.97,0.0957,0.0372,-26.26,0.0441,66.43,,,calm,spotify:track:14PxQSLWQxUQvIFcP3uQas,115200.0
,,,6KImaBgqBj8HdXBQVPEIup,,,,0.191,0.969,0.106,0.963,0.0808,0.0323,-27.305,0.0444,70.785,,,calm,spotify:track:6KImaBgqBj8HdXBQVPEIup,99429.0
,,,0x5bRvUlDk1rmzMorvUxYR,,,,0.175,0.905,0.119,0.941,0.0851,0.0281,-22.492,0.0503,84.932,,,calm,spotify:track:0x5bRvUlDk1rmzMorvUxYR,96000.0
,,,2S5YfHhXQX5uNxAmWTjIJ3,,,,0.155,0.909,0.11,0.894,0.12,0.0365,-24.356,0.0479,76.131,,,calm,spotify:track:2S5YfHhXQX5uNxAmWTjIJ3,94648.0
,,,0NaUuX5de2UDdnMHuJHW03,,,,0.203,0.962,0.118,0.959,0.101,0.0382,-25.76,0.0364,83.075,,,calm,spotify:track:0NaUuX5de2UDdnMHuJHW03,89143.0
,,,7dmTVe7uWD4K6afhJt7Lfs,,,,0.193,0.957,0.0805,0.97,0.095,0.05,-25.656,0.0421,73.269,,,calm,spotify:track:7dmTVe7uWD4K6afhJt7Lfs,91268.0
,,,0eQcEQpGfRuDUo00SsCiK8,,,,0.197,0.0536,0.221,0.828,0.106,0.139,-18.945,0.0344,65.123,,,calm,spotify:track:0eQcEQpGfRuDUo00SsCiK8,92571.0
,,,4DNSeJqArKV7exjSCFU4es,,,,0.17,0.843,0.148,0.926,0.181,0.103,-22.296,0.0537,127.074,,,calm,spotify:track:4DNSeJqArKV7exjSCFU4es,96000.0
,,,2Bwta0kTrDd4Gss0IoNzxh,,,,0.176,0.954,0.121,0.953,0.0965,0.0499,-24.366,0.0452,72.272,,,calm,spotify:track:2Bwta0kTrDd4Gss0IoNzxh,114930.0
,,,4FSLfHDKnnmxfskTPOBH9T,,,,0.192,0.875,0.183,0.939,0.169,0.0323,-23.161,0.0387,87.834,,,calm,spotify:track:4FSLfHDKnnmxfskTPOBH9T,96000.0
,,,0Wjppz48V1KnrxR80CXE7I,,,,0.217,0.766,0.13,0.905,0.0997,0.037,-24.219,0.0366,76.295,,,calm,spotify:track:0Wjppz48V1KnrxR80CXE7I,99429.0
,,,00VetaoC8TaqvyumxJIXmx,,,,0.134,0.731,0.147,0.925,0.105,0.0345,-22.907,0.0488,72.447,,,calm,spotify:track:00VetaoC8TaqvyumxJIXmx,96000.0
,,,4bjRIPq0xdpy76bKpUFpbM,,,,0.257,0.972,0.0779,0.88,0.107,0.0398,-24.761,0.0349,143.487,,,calm,spotify:track:4bjRIPq0xdpy76bKpUFpbM,90000.0
,,,7ApTnDx5BI8N92PFna9OR0,,,,0.204,0.568,0.0616,0.835,0.114,0.0439,-25.006,0.0394,64.448,,,calm,spotify:track:7ApTnDx5BI8N92PFna9OR0,120000.0
,,,3hS0Kv9bh6bSjiA9vb5JTF,,,,0.175,0.817,0.22,0.598,0.0888,0.0314,-24.472,0.0434,133.184,,,calm,spotify:track:3hS0Kv9bh6bSjiA9vb5JTF,89143.0
,,,0QPZOS0GApHTXjPb7tfYD0,,,,0.204,0.241,0.0624,0.827,0.0924,0.0433,-22.01,0.0333,66.675,,,calm,spotify:track:0QPZOS0GApHTXjPb7tfYD0,96000.0
,,,4fHrHHpb3hY6dkcRORxXwu,,,,0.328,0.992,0.0694,0.912,0.108,0.109,-17.241,0.0434,142.344,,,calm,spotify:track:4fHrHHpb3hY6dkcRORxXwu,86667.0
,,,0C8rPEfM8lZA05al27k0Pq,,,,0.149,0.887,0.186,0.898,0.125,0.0803,-25.13,0.0337,76.264,,,calm,spotify:track:0C8rPEfM8lZA05al27k0Pq,94648.0
,,,45zotayJfPuVrGN6L7TmZh,,,,0.185,0.335,0.215,0.704,0.112,0.0357,-21.685,0.0343,67.083,,,calm,spotify:track:45zotayJfPuVrGN6L7TmZh,86956.0
,,,3HvO0bTIyAMYyHbY1vD9aA,,,,0.181,0.869,0.0358,0.857,0.108,0.0646,-21.023,0.042,74.164,,,calm,spotify:track:3HvO0bTIyAMYyHbY1vD9aA,90811.0
,,,3wBTiLb3ddU35dm2SNh4MW,,,,0.225,0.628,0.108,0.754,0.123,0.0399,-25.79,0.037,76.859,,,calm,spotify:track:3wBTiLb3ddU35dm2SNh4MW,82286.0
,,,4G0GaPSZViJnrXRpRFxxFh,,,,0.318,0.978,0.041,0.895,0.07,0.0415,-30.126,0.0362,70.038,,,calm,spotify:track:4G0GaPSZViJnrXRpRFxxFh,95143.0
,,,11x57xUo3O5NQV5MLGD6zw,,,,0.21,0.895,0.0865,0.575,0.115,0.0489,-25.304,0.0379,69.782,,,calm,spotify:track:11x57xUo3O5NQV5MLGD6zw,88421.0
,,,3v3EPJT1PIQQ3DICeBLpxH,,,,0.233,0.956,0.127,0.771,0.0991,0.0884,-21.851,0.0376,98.991,,,calm,spotify:track:3v3EPJT1PIQQ3DICeBLpxH,91139.0
,,,1GvBcoKn7J7swaqVPcowan,,,,0.329,0.826,0.139,0.867,0.0863,0.0375,-23.53,0.0313,70.073,,,calm,spotify:track:1GvBcoKn7J7swaqVPcowan,96000.0
,,,4eW9R3LYXbSPWXrEnUPKdi,,,,0.264,0.397,0.0477,0.69,0.108,0.0659,-27.346,0.0346,73.003,,,calm,spotify:track:4eW9R3LYXbSPWXrEnUPKdi,98630.0
,,,5KRryMDFDbpn9r8TjfT2MH,,,,0.748,0.93,0.0467,0.785,0.115,0.301,-20.727,0.0507,80.01,,,calm,spotify:track:5KRryMDFDbpn9r8TjfT2MH,99000.0
